name,url,description,job_levels,languages,assessment_length,downloads,remote_testing,adaptive_irt,test_types
VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/VB.NET (New).pdf'}]",TRUE,FALSE,K
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
•	draw logical conclusions based on information provided
•	identify strengths and weaknesses of arguments
•	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
•	evaluate arguments
•	analyse scenarios
•	draw logical conclusions","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian,",Approximate Completion Time in minutes = 20,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Verify_Deductive Reasoning_Fact Sheet.pdf'}]",TRUE,TRUE,A
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,"Entry-Level,","Latin American Spanish, Arabic, Chinese Simplified, German, French, Italian, Dutch, English (USA), English International,",Approximate Completion Time in minutes = 8,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Verify Following Instructions.pdf'}]",TRUE,FALSE,A
Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles.","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,","Romanian, English (USA), English International, French (Canada), Latin American Spanish, Arabic, Dutch, French, German, Swedish, Chinese Simplified, Chinese Traditional, Czech, Danish, Greek, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Thai, Turkish, Finnish, Japanese, Spanish, Indonesian, Russian, Slovak, Serbian, Portuguese (Brazil), Vietnamese,",Approximate Completion Time in minutes = 36,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify_G plus_Fact_Sheet.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Simplified Chinese.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Danish.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Dutch.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Finnish.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - French.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - German.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Italian.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Norwegian.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Swedish.pdf'}]",TRUE,TRUE,A
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. 
As the name suggests, the test is designed to be used in screening or sifting processes","Entry-Level,","German, French (Canada), English (USA), English International, Latin American Spanish, Dutch, French, Chinese Simplified, Portuguese (Brazil), Turkish, Japanese,",Approximate Completion Time in minutes = 10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify General Ability Screen Fact Sheet.pdf'}]",TRUE,TRUE,A
Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.","Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level,","Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Finnish, French, Hungarian, Indonesian, English International, Italian, Latin American Spanish, Norwegian, Portuguese, Russian, Thai, English (USA), French (Canada), Dutch, Polish, Slovak, Arabic, German, Greek, Japanese, Korean, Romanian, Serbian, Spanish, Swedish, Turkish,",Approximate Completion Time in minutes = 24,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify_Inductive_Reasoning_Fact_Sheet_NG.pdf'}]",TRUE,TRUE,A
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to:
•	Derive the numerical problem from a written problem
•	Calculate the answer to numerical equations
•	Work with numerical data in a realistic workplace context

The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, Portuguese (Brazil), French (Canada), Chinese Simplified, Czech, Dutch, Finnish, French, German, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Norwegian, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Turkish, English (USA), Latin American Spanish, Polish, Serbian, Chinese Traditional, Danish, Thai, Greek,",Approximate Completion Time in minutes = 20,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify_Numerical_Ability_Fact_Sheet.pdf'}]",TRUE,TRUE,A
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules.","Entry-Level,","Latin American Spanish, English (USA), English International, French, German, Italian, Dutch, Chinese Simplified,",Approximate Completion Time in minutes = 5,[],TRUE,FALSE,A
Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles.","General Population, Graduate, Executive, Director, Entry-Level, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager,","English (USA), English International,",Approximate Completion Time in minutes = 15 minutes,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet - Verify - Verbal Ability.pdf'}]",TRUE,TRUE,A
Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,"Entry-Level,","Greek, Arabic, Chinese Simplified, German, French, Italian, Dutch, English International, English (USA), Latin American Spanish,",Approximate Completion Time in minutes = 10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Verify Working with Information.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Working with Information Detailed Report.pdf'}]",TRUE,FALSE,A
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report International English.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report French Canadian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report North American Spanish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report US English.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Arabic.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Chinese Traditional.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Chinese Simplified.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Indonesian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Japanese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Korean.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Czech.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Danish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Dutch.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Finnish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report French.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report German.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Greek.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Hungarian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Italian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Norwegian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Polish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Portugese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Romanian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Russian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Serbian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Slovak.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Spanish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Swedish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Turkish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Brazil Portugese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Ability Report Thai.pdf'}]",TRUE,FALSE,A
Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report.",,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report English International.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report English US.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report Chinese Simplified.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report Danish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report Dutch.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report Finnish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report French.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report German.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify G%2B Candidate Report Polish.pdf'}]",TRUE,FALSE,A
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,Verify Interactive Ability Report,,,,"[{'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI UKE.pdf'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation UKE .pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI USE.pdf'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation.USE.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_VerifyInteractiveReport_8140055 (1).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI ARB.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI CHS.pdf'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation CHS.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Danish.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI NED.pdf'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation Dutch.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Estonian.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Finnish.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI FRA.pdf'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation French.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI DEU.pdf'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation German.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI ITA.pdf'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation Italian.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Latvian.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Lithuanian.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Norwegian.pdf'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/10. Verify Interactive Ability Report Numerical Calculation NOR.pdf'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Swedish.pdf'}]",TRUE,FALSE,A
Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,Verify Interactive G+ Candidate Report,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report UKE.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report North American Spanish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report US English.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report CHT.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report CHS.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Japanese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Czech.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Danish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Dutch.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Finnish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report French.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report German.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Greek.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Hungarian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Norwegian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Polish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Portuguese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Romanian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Russian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Serbian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Spanish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/VI G%2B Candidate Report Portuguese (Brazil).pdf'}]",TRUE,FALSE,A
Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,Report for Verify Interactive G+,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report UKE.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report French (Canadian).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report North American Spanish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report USE.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_sample@candidate2.szz_VerifyInteractiveG%2BReport_1003303.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_sample.candidate1234@shl.com_VerifyInteractiveG%2BReport_7468094.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Chinese_(Traditional).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Chinese_(simplified).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Indonesian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Japanese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Dutch.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Finnish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SampleReport_VerifyInteractiveG%2BReport_FRA.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report German.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Greek.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Hungarian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Italian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Norwegian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Polish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Portugese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Romanian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Russian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Serbian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Slovak.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Spanish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Swedish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Turkish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Portugese (Brazil).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive G Plus Ability Report Thai.pdf'}]",TRUE,FALSE,A
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 18,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Verify Interactive Process Monitoring Fact Sheet.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Verify Interactive Process Monitoring Detailed Report US English.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Verify Interactive Process Monitoring Candidate Report US English.pdf'}]",TRUE,FALSE,A
Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential.

SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators.

Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios

Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/
 
Language Availability for the candidate and assessor simulation interface is shown in the list below.
 
Language Availability for the live interactions interface (Smart Interview Live) is currently:  English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), English International, Italian, German, Portuguese, Spanish, Latin American Spanish, French, French (Canada), Dutch, Japanese, Indonesian, Greek, Romanian, Chinese Simplified, Arabic,",Approximate Completion Time in minutes = N/A,[],TRUE,FALSE,P
Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Visual Basic for Applications (New).pdf'}]",TRUE,FALSE,K
Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,"Entry-Level,","English International,",Approximate Completion Time in minutes = 5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Visual_Comparison_UKE.pdf'}]",TRUE,FALSE,K
Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Visual_Comparison.pdf'}]",TRUE,FALSE,K
VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/VLSI and Embedded Systems (New).pdf'}]",TRUE,FALSE,K
What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_What is the Value - US.pdf'}]",TRUE,TRUE,K
